EmpID,Total Employment Time,Title,Supervisor,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,DepartmentType,Division,State,JobFunctionDescription,GenderCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Turnover,Age
3741,344,23,400,8,4,1,0,2,4,3,6,10,30,0,2,3,1,1,0,74
3742,601,23,2429,6,0,0,0,2,2,3,6,10,50,0,0,1,1,2,0,41
3743,853,22,2621,9,0,0,0,1,0,3,9,10,49,1,1,1,1,2,0,72
3744,853,22,559,4,0,2,1,0,0,3,0,10,48,0,0,3,1,5,0,58
3745,514,22,2504,5,4,1,2,0,1,3,9,10,73,1,0,2,1,4,1,44
3746,853,22,1508,0,0,2,1,0,0,3,18,10,51,1,1,3,1,3,0,53
3747,532,22,505,1,4,2,2,2,3,3,20,10,73,1,1,3,1,2,0,78
3748,853,22,2571,7,0,1,2,1,0,3,9,10,47,1,3,1,1,1,0,53
3749,853,22,2458,2,0,1,0,0,0,3,15,10,54,0,3,1,1,4,0,37
3750,853,22,2589,3,0,1,2,1,0,3,4,10,30,1,1,2,1,1,0,67
3751,853,22,958,8,0,0,0,0,0,3,0,10,52,1,3,2,1,3,0,50
3752,853,22,2101,6,0,1,0,2,0,3,4,10,30,1,4,0,1,2,0,68
3753,635,22,1735,9,0,2,1,1,1,3,15,10,54,1,4,2,1,4,1,63
3754,603,22,2513,4,0,1,2,0,4,3,14,10,30,1,1,1,1,1,1,44
3755,745,22,931,5,1,1,2,0,2,3,5,10,50,0,1,1,1,4,0,21
3756,853,22,1962,0,0,1,0,2,0,3,6,10,27,0,2,1,1,3,0,78
3757,203,22,799,1,1,1,1,1,1,3,0,10,48,1,0,2,1,2,0,29
3758,280,22,36,7,4,0,0,2,3,3,4,10,30,1,3,0,1,3,0,76
3759,174,22,939,2,0,0,1,0,3,3,24,10,47,1,1,1,1,1,1,64
3760,853,22,2587,3,0,1,0,1,0,3,9,10,73,1,3,3,1,3,0,62
3761,238,23,1958,1,0,0,0,0,1,3,11,10,7,0,1,1,1,1,0,35
3762,853,23,1752,7,0,2,1,2,0,3,4,10,30,0,1,0,1,2,0,73
3763,307,23,2301,2,4,1,1,0,1,3,8,10,18,0,4,3,1,3,0,72
3764,853,23,2760,3,0,1,1,2,0,3,11,10,50,0,1,2,1,3,0,27
3765,853,23,968,8,0,2,0,2,0,3,24,10,63,0,2,3,1,3,0,53
3766,173,23,2702,6,0,2,0,1,2,3,24,10,50,0,1,3,1,3,0,79
3767,416,22,2947,8,4,1,1,1,3,3,9,10,47,0,1,0,1,2,1,29
3768,853,22,724,7,0,0,1,0,0,3,2,10,38,0,1,0,1,4,0,31
3769,853,22,1729,6,0,1,0,0,0,3,7,10,30,1,0,1,1,3,0,70
3770,483,22,2287,5,4,0,1,2,1,3,0,10,48,1,0,1,1,3,0,27
3771,757,22,1579,4,4,2,1,2,3,3,9,10,38,1,0,1,1,3,0,41
3772,213,22,2135,3,0,1,0,2,3,3,4,10,30,0,0,0,1,3,1,56
3773,523,22,1732,2,4,2,0,2,3,3,4,10,30,0,2,0,1,3,1,50
3774,763,22,1535,1,0,2,1,0,1,3,4,10,30,1,1,2,1,3,1,24
3775,521,22,129,0,0,0,1,1,2,3,6,10,47,1,3,3,1,3,1,42
3776,202,22,292,9,0,0,0,0,2,3,10,10,3,1,1,1,1,3,1,42
3777,853,22,2270,8,0,0,2,2,0,3,0,10,48,1,1,2,1,3,0,56
3778,73,22,1016,7,0,1,0,0,1,3,23,10,41,1,3,1,1,3,0,30
3779,256,22,2327,6,1,2,1,2,4,3,18,10,73,0,3,0,1,3,0,59
3780,513,22,2459,5,1,2,2,1,3,3,9,10,73,0,1,3,1,3,1,77
3781,848,22,678,4,1,0,1,0,1,3,9,10,47,1,1,2,1,3,1,62
3782,454,22,863,3,4,1,1,2,3,3,6,10,28,1,0,3,1,3,1,38
3783,853,22,1198,2,0,0,0,0,0,3,7,10,30,1,0,0,1,3,0,60
3784,853,22,2930,1,0,0,0,2,0,3,19,10,70,0,4,2,1,3,0,24
3785,853,23,2582,5,0,0,2,2,0,3,14,10,25,0,1,0,1,3,0,45
3786,436,23,2258,6,4,1,0,1,2,3,6,10,73,0,1,0,1,3,1,60
3787,187,23,59,7,4,1,2,1,2,3,11,10,70,0,4,3,1,3,0,50
3788,325,23,2015,8,4,2,0,0,1,3,6,10,38,0,1,1,1,3,0,46
3789,853,23,2298,9,0,0,0,1,0,3,23,10,38,0,3,3,1,3,0,45
3790,437,23,1922,6,0,1,0,2,2,3,24,10,47,0,2,2,1,3,0,60
3791,853,22,251,9,0,1,1,0,0,3,8,10,2,0,0,0,1,3,0,44
3792,35,22,182,4,0,2,2,0,3,3,4,10,30,1,4,1,1,3,1,24
3793,853,22,2657,5,0,1,1,0,0,3,9,10,50,1,0,1,1,3,0,71
3794,853,22,14,0,0,0,0,0,0,3,9,10,38,1,0,3,1,5,0,26
3795,853,22,325,1,0,2,0,1,0,3,11,10,50,1,4,0,0,3,0,33
3796,832,22,603,7,0,0,0,1,2,3,9,10,47,0,2,1,0,3,1,58
3797,853,22,605,2,0,0,0,0,0,3,2,10,69,0,1,1,1,3,0,47
3798,85,22,513,3,0,1,2,0,4,3,9,10,48,1,3,3,1,3,0,61
3799,853,22,2432,8,0,1,0,2,0,3,5,10,25,1,2,2,0,3,0,58
3800,853,22,1183,6,0,0,2,1,0,3,11,10,4,1,3,1,1,3,0,72
3801,853,22,1192,9,0,0,2,2,0,3,6,10,47,0,2,2,1,3,0,75
3802,853,22,1986,4,0,1,0,0,0,3,6,10,59,1,4,0,1,3,0,75
3803,371,22,1205,5,1,0,1,0,2,3,6,10,76,0,1,2,1,3,1,37
3804,853,22,2884,0,0,1,2,1,0,3,9,10,48,0,2,2,1,3,0,44
3805,853,22,1075,1,0,1,1,1,0,3,9,10,51,1,3,0,1,3,0,40
3806,635,22,1852,7,0,0,2,2,2,3,6,10,41,1,3,1,1,3,0,48
3807,565,22,1032,2,0,0,2,2,2,3,14,10,50,1,0,2,1,3,1,58
3808,374,17,1213,6,0,0,1,0,2,2,11,10,4,0,4,3,1,3,1,75
3809,368,18,2306,8,0,2,1,1,2,2,6,10,38,1,2,2,1,3,1,21
3810,853,31,2756,5,0,1,0,2,0,2,11,4,4,0,1,2,1,3,0,63
3811,203,31,2405,5,0,2,1,2,1,2,7,4,30,1,2,3,1,3,1,64
3812,551,31,1520,0,0,0,1,0,2,2,10,10,3,0,2,2,1,3,1,37
3813,853,17,1460,7,0,2,0,1,0,2,4,10,30,1,2,3,1,3,0,67
3814,606,31,1543,2,2,2,2,0,3,2,4,10,22,1,1,3,1,3,1,67
3815,853,18,1899,7,0,0,2,1,0,2,14,10,22,1,4,0,1,3,0,38
3816,853,17,1711,9,0,1,0,2,0,2,6,10,73,1,2,2,1,3,0,66
3817,495,17,1179,1,0,2,0,0,2,2,9,10,73,0,1,2,2,3,0,45
3818,752,18,685,1,0,2,0,1,4,2,22,10,73,1,0,2,1,3,1,72
3819,853,18,2921,3,0,1,1,1,0,2,0,10,38,0,0,2,1,3,0,65
3820,7,18,1035,2,0,0,2,0,4,2,9,10,38,0,3,0,1,3,1,46
3821,853,31,1418,8,0,0,0,2,0,2,6,10,50,1,4,2,1,3,0,41
3822,813,18,432,9,0,1,1,1,3,1,9,10,73,1,2,0,1,3,1,47
3823,310,18,744,8,0,1,0,2,1,1,18,10,70,1,4,2,2,3,0,35
3824,853,17,456,7,0,0,2,0,0,2,11,10,4,1,1,2,1,3,0,74
3825,853,17,1552,6,0,1,0,1,0,2,6,10,76,1,1,1,1,3,0,24
3826,420,17,1332,5,0,2,1,0,2,2,6,10,47,1,0,0,1,3,0,21
3827,853,17,656,4,0,2,1,1,0,2,10,10,30,1,0,3,1,3,0,30
3828,853,31,488,5,0,2,0,0,0,2,0,10,48,1,1,0,1,3,0,32
3829,711,31,1321,0,0,2,2,0,2,2,14,10,50,1,3,1,0,3,1,66
3830,853,20,759,1,0,2,2,2,0,2,6,4,76,1,4,3,3,3,0,75
3831,853,12,1385,7,0,2,2,1,0,2,6,4,47,0,2,0,2,3,0,72
3832,456,30,1951,2,2,1,1,1,2,2,15,10,54,0,2,3,3,3,1,58
3833,336,18,1954,6,0,1,0,1,3,1,6,10,75,1,0,2,3,3,1,69
3834,749,18,1055,9,0,0,2,1,1,1,6,10,73,1,2,1,1,3,1,61
3835,167,17,2260,4,0,2,1,1,2,2,24,10,8,1,2,0,1,3,1,29
3836,853,17,1076,5,0,0,0,2,0,2,9,10,73,1,1,2,1,3,0,77
3837,453,17,2753,0,0,2,0,1,2,2,8,10,3,1,3,2,3,3,1,66
3838,770,17,874,1,0,2,0,0,4,2,6,10,7,0,0,2,3,3,1,43
3839,853,31,1214,5,0,0,1,1,0,2,9,10,48,1,2,0,3,3,0,22
3840,496,31,40,0,0,2,1,0,4,2,6,10,38,1,2,2,1,3,0,53
3841,853,20,1654,1,0,1,2,0,0,2,23,4,47,1,0,2,1,3,0,52
3842,396,12,597,7,2,2,1,1,1,2,0,10,48,0,4,0,1,3,1,71
3843,160,30,1966,2,2,1,2,0,2,2,4,10,30,0,0,2,1,3,0,45
3844,465,18,1973,6,0,2,2,2,4,1,9,10,47,1,4,2,3,3,1,61
3845,853,18,1428,9,0,0,0,0,0,1,6,10,47,1,2,2,3,3,0,53
3846,46,17,215,4,0,0,2,0,3,2,23,10,28,1,0,2,1,3,0,47
3847,497,17,1062,5,0,2,1,2,3,2,6,10,47,1,2,2,1,3,1,24
3848,853,17,1379,0,0,1,2,2,0,2,6,10,73,1,0,1,1,3,0,26
3849,853,17,705,1,0,0,0,1,0,2,9,10,38,0,4,3,1,3,0,43
3850,761,31,511,3,0,2,1,2,4,2,24,10,2,1,2,2,1,3,1,69
3851,468,31,2735,4,2,0,2,2,2,2,5,4,50,1,1,1,3,3,1,28
3852,822,20,862,5,2,2,0,2,3,2,6,4,47,0,4,3,3,3,1,35
3853,477,12,1158,6,2,1,0,2,2,2,9,10,53,0,0,2,1,3,1,39
3854,805,18,1925,9,0,2,1,2,3,1,20,10,50,1,1,2,1,3,1,80
3855,474,18,1216,9,0,2,1,1,3,1,13,10,0,1,3,3,1,3,1,23
3856,776,18,2044,8,0,2,2,1,1,1,23,10,41,1,3,0,3,3,0,28
3857,798,17,1779,7,0,0,1,2,4,2,7,10,30,1,1,3,3,3,1,59
3858,853,17,1040,6,0,1,1,0,0,2,4,10,73,1,3,1,1,3,0,71
3859,850,17,2300,5,0,1,1,1,4,2,7,10,30,0,2,1,3,3,1,30
3860,745,17,2362,4,0,0,1,2,2,2,2,10,48,0,0,2,1,3,1,27
3861,853,31,1328,5,0,1,2,1,0,2,9,10,37,1,3,3,3,3,0,57
3862,179,31,1777,0,2,2,1,2,1,2,14,4,30,1,4,1,3,3,0,33
3863,853,20,1296,1,0,0,0,2,0,2,0,10,73,0,3,2,3,3,0,50
3864,250,12,716,7,2,0,0,0,2,2,0,10,47,0,3,1,2,3,0,53
3865,426,18,1125,3,0,2,2,2,1,3,17,10,78,1,0,2,2,3,1,59
3866,284,18,1071,8,0,0,0,0,3,1,6,10,73,1,3,0,1,3,1,63
3867,853,18,1077,6,0,2,1,0,0,1,2,10,18,1,3,3,1,3,0,36
3868,853,18,1201,9,0,0,0,1,0,2,8,10,3,1,2,3,1,3,0,22
3869,143,17,2570,4,0,1,0,2,4,2,6,10,26,1,2,0,1,3,1,45
3870,0,17,2122,5,0,0,1,2,2,2,14,10,47,1,0,2,1,3,0,56
3871,853,17,1741,0,0,1,1,0,0,2,9,10,48,0,4,3,1,3,0,51
3872,808,17,1240,1,0,0,1,1,2,2,4,10,25,0,0,2,1,3,1,57
3873,498,31,2229,4,0,1,1,1,2,2,5,10,39,1,2,3,1,3,0,50
3874,853,31,344,5,0,2,2,1,0,2,9,4,47,1,2,1,1,3,0,25
3875,853,31,495,0,0,0,0,2,0,2,21,4,47,1,0,0,1,3,0,53
3876,853,20,776,1,0,0,2,2,0,2,9,10,48,0,2,2,3,3,0,68
3877,544,18,520,3,0,2,0,0,2,1,9,10,48,1,0,2,3,3,1,46
3878,34,18,2018,8,0,0,1,1,4,1,4,10,30,1,3,0,1,3,1,55
3879,175,18,361,6,0,1,2,1,1,2,6,10,18,1,2,1,1,3,0,26
3880,799,18,2348,9,0,2,1,2,4,2,9,10,17,1,1,2,1,3,1,49
3881,853,17,1544,4,0,2,1,1,0,2,6,10,47,1,3,0,1,3,0,30
3882,853,17,1608,5,0,0,2,1,0,2,22,10,53,0,0,1,1,3,0,76
3883,166,17,1121,0,0,0,1,0,1,2,6,10,4,0,4,3,1,3,1,31
3884,853,17,276,1,0,1,1,2,0,2,4,10,30,0,1,3,1,3,0,35
3885,853,31,5,2,0,1,1,1,0,2,4,4,30,0,1,2,1,3,0,74
3886,853,31,544,3,0,2,1,2,0,2,22,4,73,1,3,2,1,3,0,45
3887,426,31,1445,4,2,0,1,2,3,2,9,4,37,1,4,0,0,3,0,68
3888,357,20,1354,5,2,1,1,0,3,2,4,10,30,0,3,0,1,3,1,35
3889,558,18,1783,8,0,0,1,1,2,1,9,10,38,1,1,2,1,3,1,40
3890,336,18,2672,9,0,1,1,2,2,2,9,10,38,1,0,0,1,3,0,23
3891,853,18,225,0,0,1,2,2,0,2,4,10,30,1,3,2,1,3,0,62
3892,853,18,830,1,0,1,0,0,0,2,4,10,55,1,2,0,1,3,0,44
3893,117,17,79,2,0,1,1,1,1,2,9,10,47,0,0,1,1,3,0,69
3894,853,17,732,3,0,1,0,0,0,2,0,10,48,0,1,1,1,3,0,63
3895,568,17,1610,4,0,1,2,0,3,2,19,10,74,0,3,2,1,3,1,79
3896,27,17,2292,5,0,2,1,2,1,2,4,10,59,0,3,3,1,3,1,42
3897,802,31,1085,4,0,2,0,1,3,2,0,4,59,0,1,1,1,3,1,66
3898,188,31,801,5,2,2,2,2,3,2,9,4,48,1,0,2,1,3,0,74
3899,234,31,2426,0,2,0,1,1,2,2,4,4,30,0,3,0,1,3,1,79
3900,853,20,120,1,0,0,2,0,0,2,6,10,36,0,0,2,1,3,0,27
3901,853,18,206,2,0,2,0,2,0,1,15,10,59,1,2,2,1,3,0,34
3902,307,18,2067,3,0,0,1,2,2,1,23,10,41,1,1,2,1,3,0,58
3903,853,18,2879,8,0,1,0,0,0,2,6,10,28,1,2,2,1,3,0,29
3904,853,18,316,6,0,0,0,1,0,2,4,10,30,1,0,3,1,3,0,52
3905,557,18,2799,9,0,1,0,0,1,2,1,10,30,0,1,3,1,3,1,64
3906,853,17,2470,4,0,0,2,2,0,2,23,10,69,0,3,1,1,3,0,47
3907,853,17,2043,5,0,1,0,2,0,2,4,10,25,0,4,1,1,3,0,58
3908,593,17,419,0,0,2,2,2,2,2,19,10,69,0,1,1,2,3,1,36
3909,550,17,222,1,0,2,2,1,2,2,10,10,3,0,3,1,2,3,1,78
3910,253,31,1915,9,0,2,0,1,4,2,22,10,73,0,4,3,2,3,0,25
3911,853,31,424,4,0,1,0,1,0,2,19,4,69,1,4,3,1,3,0,72
3912,256,31,28,5,2,2,2,0,1,2,9,4,38,1,2,3,2,3,1,54
3913,778,31,2409,0,2,1,0,1,2,2,14,10,60,0,4,1,1,3,1,80
3914,401,18,1436,7,0,0,2,2,2,1,4,10,59,1,3,2,0,3,1,64
3915,853,18,1674,8,0,0,1,1,0,2,6,10,38,1,3,3,1,3,0,31
3916,853,18,2610,9,0,2,2,2,0,2,14,10,22,1,3,3,1,3,0,58
3917,89,18,1000,6,0,2,2,0,3,2,9,10,73,0,1,3,0,3,0,29
3918,809,18,519,9,0,0,0,0,4,2,6,10,47,0,0,3,1,3,0,62
3919,853,17,796,4,0,0,2,0,0,2,6,10,76,0,0,0,1,3,0,78
3920,612,17,652,5,0,1,0,1,1,2,6,10,47,0,3,0,1,3,1,61
3921,784,17,1745,0,0,0,0,1,3,2,19,10,69,0,3,1,1,3,1,79
3922,853,17,1566,1,0,2,0,0,0,2,9,10,48,0,4,3,1,3,0,26
3923,552,31,1274,9,0,1,2,1,1,2,0,10,38,0,2,2,0,3,0,67
3924,853,31,996,4,0,1,1,0,0,2,9,4,73,1,3,3,1,3,0,29
3925,814,31,303,5,2,0,2,1,2,2,11,10,78,1,2,3,1,3,1,62
3926,853,31,2195,0,0,1,2,0,0,2,22,10,70,0,2,2,2,3,0,81
3927,692,18,1026,7,0,0,2,2,1,1,0,10,48,1,3,2,1,3,1,40
3928,320,18,2887,8,0,1,0,2,2,2,9,10,47,1,4,3,1,3,1,66
3929,400,18,1691,9,0,0,2,1,2,2,23,10,18,0,0,1,1,3,0,45
3930,853,18,2224,0,0,0,0,1,0,2,9,10,43,0,0,1,1,3,0,38
3931,853,18,2061,1,0,2,0,2,0,2,4,10,26,1,1,3,1,3,0,62
3932,853,17,1645,2,0,0,1,0,0,2,10,10,10,0,1,2,1,3,0,57
3933,853,17,1656,3,0,0,0,1,0,2,4,10,30,0,4,1,1,3,0,55
3934,708,17,878,4,0,1,2,2,1,2,5,10,78,0,0,3,1,3,1,44
3935,853,17,1266,5,0,1,2,0,0,2,0,10,48,1,4,3,1,3,0,29
3936,340,12,2632,3,3,1,1,2,1,2,11,4,25,1,3,3,1,3,0,24
3937,853,9,534,2,0,0,2,1,0,2,6,10,47,1,4,3,1,3,0,78
3938,853,6,396,0,0,2,1,2,0,2,6,10,76,0,2,1,1,3,0,67
3939,853,6,2193,1,0,2,0,1,0,2,9,23,38,1,1,1,1,3,0,30
3940,853,30,1540,2,0,0,1,0,0,2,9,10,73,1,3,0,1,3,0,64
3941,853,6,34,0,0,1,1,2,0,2,6,10,47,1,4,1,1,3,0,37
3942,66,20,367,6,4,0,1,2,2,2,2,10,47,0,0,1,3,3,1,71
3943,687,7,1748,4,4,2,0,1,2,2,10,10,3,1,1,2,1,3,1,51
3944,853,6,1462,7,0,1,0,0,0,2,11,10,4,0,4,2,1,3,0,25
3945,853,6,437,3,0,1,2,2,0,2,4,10,30,0,1,2,3,3,0,24
3946,853,9,2853,4,0,0,0,2,0,2,18,10,73,0,4,1,1,3,0,65
3947,742,9,1080,2,3,1,1,0,2,2,6,10,36,0,2,1,1,3,1,26
3948,70,6,2268,3,4,0,2,0,1,2,0,10,38,1,2,1,1,3,0,79
3949,341,30,2161,7,1,1,0,2,4,2,9,10,47,0,4,2,1,3,0,31
3950,853,9,1036,1,0,1,0,1,0,2,7,10,30,0,2,3,1,3,0,33
3951,643,9,1457,3,3,0,0,2,2,2,23,10,41,0,0,0,1,3,0,61
3952,853,6,853,2,0,1,0,0,0,2,8,10,7,1,1,2,1,3,0,72
3953,853,6,2188,0,0,1,1,0,0,2,10,10,30,0,4,1,1,3,0,57
3954,853,9,1037,1,0,1,1,2,0,2,9,10,37,0,2,1,1,3,0,76
3955,55,9,7,7,0,0,2,0,2,2,14,10,22,0,2,1,1,3,0,24
3956,130,9,1467,2,0,0,0,2,3,2,11,23,38,0,1,3,1,3,0,26
3957,853,9,2420,3,0,0,2,2,0,2,6,23,2,0,3,0,1,3,0,32
3958,853,9,1130,8,0,2,2,0,0,2,6,23,38,0,2,1,3,3,0,48
3959,302,8,855,6,3,2,0,0,2,2,9,23,38,1,2,2,1,3,0,34
3960,853,5,1064,9,0,2,0,0,0,2,6,23,47,1,4,1,1,3,0,75
3961,853,4,172,4,0,1,0,0,0,2,0,10,48,1,1,0,1,3,0,44
3962,853,30,1464,3,0,0,1,1,0,2,0,10,48,0,2,0,1,3,0,32
3963,853,29,794,8,0,2,1,2,0,2,6,10,38,0,1,3,1,3,0,24
3964,597,29,2898,6,1,2,0,2,1,2,0,10,48,1,1,2,0,3,0,21
3965,853,28,2564,9,0,0,1,1,0,2,9,10,47,0,3,1,1,3,0,24
3966,21,27,2428,4,1,0,0,1,4,5,6,10,47,0,1,2,1,3,1,44
3967,724,6,1070,3,0,1,0,2,1,2,8,10,2,0,1,1,1,3,1,67
3968,853,6,2673,4,0,0,1,2,0,2,4,10,30,0,3,1,1,3,0,55
3969,853,9,816,5,0,0,0,0,0,2,0,10,48,0,0,0,0,3,0,56
3970,820,9,645,6,0,2,1,0,4,2,6,10,38,0,3,1,0,3,0,72
3971,853,9,1369,7,0,2,0,2,0,2,9,23,73,0,3,3,1,3,0,64
3972,853,9,2313,8,0,2,1,1,0,2,9,23,38,0,1,0,1,3,0,67
3973,227,9,1218,9,3,2,2,2,2,2,6,23,47,0,2,2,0,3,0,49
3974,257,8,2419,0,3,2,2,0,1,2,10,23,30,1,3,1,0,3,1,37
3975,661,5,642,1,3,2,1,2,4,2,6,23,73,1,0,2,1,3,1,23
3976,853,30,643,3,0,1,2,2,0,2,6,10,47,0,4,0,1,3,0,31
3977,853,29,426,8,0,1,0,0,0,2,23,10,6,0,1,0,1,3,0,79
3978,853,29,1871,6,0,2,1,1,0,2,9,10,47,1,0,3,1,3,0,42
3979,522,28,944,9,1,0,2,2,2,2,20,10,21,0,1,1,1,3,1,55
3980,853,6,1380,5,0,1,2,0,0,2,14,10,59,0,4,1,0,3,0,47
3981,845,6,2342,0,0,1,0,2,2,2,6,10,47,0,1,0,1,3,0,62
3982,853,9,301,1,0,2,1,1,0,2,0,10,47,0,3,1,2,3,0,65
3983,853,9,670,7,0,1,0,0,0,2,6,10,73,0,2,1,0,3,0,58
3984,81,9,2745,2,0,0,1,0,3,2,23,23,47,0,2,2,1,3,1,59
3985,110,9,1975,3,3,2,0,1,2,2,13,23,25,1,4,3,1,3,0,30
3986,853,9,1826,8,0,2,0,2,0,2,2,23,70,0,2,1,1,3,0,50
3987,169,8,1772,6,3,1,0,0,3,2,2,23,70,1,3,3,0,3,1,40
3988,99,30,219,7,2,0,0,2,4,2,18,10,51,0,4,3,1,3,1,41
3989,853,30,2110,8,0,1,2,1,0,2,9,10,38,0,0,3,1,3,0,70
3990,296,29,428,9,1,0,2,2,1,2,16,10,64,1,4,0,1,3,1,66
3991,853,29,238,0,0,0,1,0,0,2,14,10,22,1,1,2,1,3,0,48
3992,184,6,2425,7,0,2,0,0,4,2,10,10,73,1,1,1,1,3,0,61
3993,853,6,1061,6,0,0,2,0,0,2,6,10,38,0,0,1,1,3,0,26
3994,853,6,1727,5,0,1,0,0,0,2,6,10,75,0,0,2,1,3,0,35
3995,658,9,2659,4,0,1,0,2,2,2,23,10,59,0,1,3,0,3,1,76
3996,853,9,2661,3,0,2,2,0,0,2,2,10,47,0,4,3,1,3,0,23
3997,853,9,1430,2,0,0,0,2,0,2,4,23,59,1,1,2,2,3,0,76
3998,275,9,406,1,3,1,1,0,2,2,24,23,3,0,3,1,1,3,1,51
3999,768,9,1382,0,3,1,1,0,1,2,4,23,30,1,0,2,0,3,1,79
4000,592,8,1001,6,3,0,2,0,1,2,6,23,73,1,1,0,1,3,1,62
1001,853,27,168,0,0,2,0,1,0,5,4,10,30,0,1,1,1,3,0,65
1002,217,27,174,4,0,2,0,2,1,5,2,10,38,0,0,3,1,3,0,72
1003,668,27,525,9,0,0,0,1,4,5,6,10,38,0,4,1,1,3,0,49
1004,336,27,1258,6,0,2,2,1,1,5,14,10,22,1,1,2,1,3,1,65
1005,853,27,2111,7,0,1,1,2,0,5,6,10,59,1,1,0,1,3,0,52
1006,837,27,294,3,0,1,2,1,2,5,4,10,3,0,4,3,1,3,1,63
1007,379,27,2305,7,4,2,0,1,1,5,9,10,48,1,1,3,1,3,1,22
1008,308,27,1342,0,0,0,1,2,4,5,9,10,38,0,2,1,1,3,1,41
1009,130,27,2655,4,0,2,2,2,3,5,9,10,52,0,3,2,1,3,0,35
1010,462,27,1697,2,4,2,2,2,4,5,6,10,70,1,2,0,1,3,1,30
1011,412,27,733,3,4,0,0,2,2,5,9,10,38,1,2,1,1,3,0,74
1012,269,27,434,8,4,0,0,2,1,5,10,10,3,1,4,2,1,3,1,44
1013,853,27,583,6,0,2,1,0,0,5,4,10,30,1,0,2,1,3,0,48
1014,254,26,1306,9,0,2,0,0,3,5,2,10,18,1,3,2,1,3,0,69
1015,853,26,1138,4,0,0,0,1,0,5,13,10,78,0,4,1,1,3,0,61
1016,491,25,2846,5,0,2,1,1,1,0,18,10,51,0,4,2,1,3,1,66
1017,492,25,1482,0,0,1,1,0,1,0,6,10,47,0,1,2,1,3,1,75
1018,547,25,1534,1,0,2,0,1,1,0,9,10,47,0,4,1,1,3,1,80
1019,341,27,2495,2,4,1,0,2,3,5,7,10,30,1,2,3,1,3,0,44
1020,335,27,2579,3,4,0,2,0,2,5,6,10,70,0,1,3,1,3,0,32
1021,840,27,95,8,4,1,2,0,2,5,10,10,10,1,2,2,1,3,0,33
1022,853,27,2191,6,0,2,0,2,0,5,6,10,30,1,1,0,1,3,0,60
1023,28,26,795,9,0,0,2,1,4,5,9,10,18,1,2,0,1,3,1,30
1024,804,26,476,4,0,0,0,1,1,5,7,10,22,0,3,0,1,3,1,35
1025,437,25,1403,5,0,1,0,2,3,0,6,10,38,0,3,0,1,3,0,62
1026,839,25,287,0,0,0,0,1,2,0,4,10,30,0,3,3,1,3,0,72
1027,389,25,2028,1,0,2,0,0,4,0,9,10,37,1,3,2,1,3,1,60
1028,78,27,840,6,4,1,2,1,2,5,9,10,52,1,0,2,1,3,1,22
1029,853,27,1237,7,0,2,1,1,0,5,6,10,68,0,0,0,1,3,0,43
1030,853,27,2511,8,0,0,2,2,0,5,6,10,38,1,1,2,1,3,0,67
1031,853,27,644,9,0,2,1,2,0,5,9,10,48,1,4,3,1,3,0,50
1032,121,27,834,6,0,1,2,1,4,5,0,10,47,1,0,3,1,3,1,68
1033,853,26,2708,9,0,0,1,0,0,5,6,10,53,1,3,2,1,3,0,25
1034,853,26,2501,4,0,1,2,1,0,5,14,10,50,0,1,2,1,3,0,45
1035,853,25,2704,5,0,1,0,2,0,0,21,10,47,0,0,0,1,3,0,43
1036,164,25,676,0,0,2,0,1,2,0,6,10,38,1,0,2,1,3,1,29
1037,428,27,2597,1,4,2,2,0,4,5,7,10,30,1,3,3,1,3,1,29
1038,853,27,293,7,0,0,1,1,0,5,6,10,24,1,2,1,1,3,0,51
1039,827,27,1476,2,4,2,1,1,1,5,8,10,3,0,3,3,1,3,1,40
1040,104,27,1875,3,4,0,0,1,3,5,6,10,73,1,4,0,1,3,1,50
1041,600,27,338,8,4,1,0,0,3,5,4,10,3,1,4,2,1,3,1,46
1042,853,27,515,6,0,0,1,2,0,5,6,10,27,1,1,3,1,3,0,80
1043,164,26,1926,9,0,1,2,1,2,5,19,10,10,0,4,1,1,3,0,67
1044,853,26,1251,4,0,0,0,2,0,5,6,10,38,0,2,0,1,3,0,66
1045,778,25,1620,5,0,1,2,2,1,0,2,10,38,0,1,2,1,3,0,59
1046,10,27,1441,1,4,1,0,2,1,5,21,10,47,1,4,2,1,3,1,60
1047,853,27,2858,7,0,0,0,1,0,5,6,10,73,0,2,2,1,3,0,75
1048,853,27,1493,2,0,2,0,2,0,5,9,10,43,1,0,3,1,3,0,66
1049,573,27,2225,3,4,2,1,1,1,5,6,10,73,1,4,1,1,3,1,68
1050,853,27,1312,8,0,0,1,2,0,5,8,10,1,1,1,3,1,3,0,29
1051,334,27,81,6,0,1,2,1,1,5,6,10,53,1,4,0,1,3,0,41
1052,846,26,575,9,0,0,1,1,4,5,9,10,38,0,2,2,1,3,1,42
1053,706,26,2768,4,0,0,2,0,2,5,14,10,59,0,2,0,1,3,1,75
1054,853,27,575,5,0,2,0,0,0,5,4,10,59,1,4,2,1,3,0,29
1055,853,27,31,6,0,0,2,0,0,5,6,10,47,0,4,3,1,3,0,27
1056,853,27,1553,7,0,0,2,2,0,5,23,10,28,1,2,3,1,3,0,79
1057,853,27,1526,8,0,1,0,0,0,5,23,10,38,1,0,3,1,3,0,24
